# CDFTB-CI Extracted Data with Energy Fluctuations
# Frame  Time(fs)   J_lowdin(meV)      dE1(Ha)           dE2(Ha)
# dE1 = E1(CDFTB-CI) - E(QM/MM)
# dE2 = E2(CDFTB-CI) - E(QM/MM)
120887  483548.00      -102.7398       0.2282868940       0.2378026420
120888  483552.00        94.0850       0.2288906694       0.2371508641
120889  483556.00        92.0959       0.2289039320       0.2371641148
120890  483560.00        88.8156       0.2280816124       0.2377224576
120891  483564.00       -86.4917       0.2286848958       0.2384183348
120892  483568.00       -85.3925       0.2301460272       0.2393822470
120893  483572.00        86.1906       0.2309884682       0.2399011501
120894  483576.00        84.7515       0.2312928529       0.2398223180
120895  483580.00       -86.3683       0.2304274528       0.2394479198
120896  483584.00       -80.2818       0.2289726633       0.2381441346
120897  483588.00        78.0735       0.2272714787       0.2374168720
120898  483592.00        76.8598       0.2264582688       0.2369405899
120899  483596.00       -68.9248       0.2272943667       0.2367116061
120900  483600.00        69.9716       0.2288359688       0.2377163304
120901  483604.00        64.0204       0.2297582942       0.2382935357
120902  483608.00       -55.9247       0.2306257026       0.2387103143
120903  483612.00        53.5954       0.2297099964       0.2380235836
120904  483616.00        54.3973       0.2281418301       0.2358731294
120905  483620.00       -56.9930       0.2273812743       0.2348575077
120906  483624.00       -61.4168       0.2270260923       0.2351134825
120907  483628.00        63.8602       0.2273145240       0.2368448499
120908  483632.00        57.3726       0.2281653834       0.2382475179
120909  483636.00        56.2221       0.2291998978       0.2379889225
120910  483640.00        57.1846       0.2304031150       0.2371747505
120911  483644.00        61.9589       0.2310399121       0.2367640966
120912  483648.00        63.5713       0.2295186503       0.2362995543
120913  483652.00        58.2559       0.2271442927       0.2364258435
120914  483656.00       -53.7328       0.2267837171       0.2368486097
120915  483660.00       -51.2178       0.2288435574       0.2365999382
120916  483664.00        52.3588       0.2312157278       0.2367615958
120917  483668.00       -54.3321       0.2324080709       0.2375070825
120918  483672.00        46.5004       0.2312966621       0.2376056887
120919  483676.00       -44.4412       0.2286405519       0.2382238768
120920  483680.00        33.9507       0.2271796964       0.2378631935
120921  483684.00       -34.9228       0.2292316732       0.2371474809
120922  483688.00       -37.3029       0.2317497701       0.2377881213
120923  483692.00       -36.6242       0.2324696314       0.2390509248
120924  483696.00        37.0457       0.2314792285       0.2404723638
120925  483700.00       -40.0467       0.2293537921       0.2397228145
120926  483704.00        41.0988       0.2283346437       0.2369166755
120927  483708.00       -43.8832       0.2287598379       0.2356539515
120928  483712.00       -42.9698       0.2294452383       0.2367481490
120929  483716.00       -40.8897       0.2296253689       0.2388044736
120930  483720.00       -37.2560       0.2298710978       0.2409748077
120931  483724.00        33.1541       0.2303834106       0.2397073988
120932  483728.00        36.3869       0.2303095984       0.2369264405
120933  483732.00       -37.3106       0.2285478481       0.2342601223
120934  483736.00       -33.4386       0.2265142371       0.2333896622
120935  483740.00       -37.4400       0.2252565738       0.2351079520
120936  483744.00       -34.9240       0.2261487880       0.2362857685
120937  483748.00       -38.3419       0.2283447952       0.2365852712
120938  483752.00       -41.0680       0.2301517831       0.2365987252
120939  483756.00        25.4674       0.2289283585       0.2356713441
120940  483760.00       -29.8310       0.2254332457       0.2361580329
120941  483764.00        30.3090       0.2226306279       0.2356871313
120942  483768.00       -22.5480       0.2213037996       0.2337674842
120943  483772.00            nan                nan                nan
120944  483776.00       -21.6000       0.2252037221       0.2324654296
120945  483780.00       -19.4192       0.2277580809       0.2335641726
120946  483784.00        30.6174       0.2291232622       0.2364505301
120947  483788.00       -29.4442       0.2276413889       0.2367631347
120948  483792.00        35.0752       0.2252695709       0.2348920444
120949  483796.00        36.9617       0.2231943822       0.2337489686
120950  483800.00       -35.9185       0.2227623586       0.2327319007
120951  483804.00       -42.6951       0.2247450300       0.2338786114
120952  483808.00        36.9047       0.2262779167       0.2360293281
120953  483812.00        37.0975       0.2262232196       0.2360682310
120954  483816.00        46.6316       0.2245155621       0.2351773386
120955  483820.00       -37.0952       0.2228829218       0.2335316892
120956  483824.00       -30.0317       0.2237135387       0.2335717135
120957  483828.00       -28.2182       0.2262954339       0.2353437226
120958  483832.00       -29.4241       0.2272572527       0.2370819517
120959  483836.00       -26.3359       0.2263804584       0.2382829070
120960  483840.00       -30.1834       0.2252782568       0.2372705523
120961  483844.00       -27.1312       0.2244751207       0.2354487584
120962  483848.00       -22.9103       0.2239446339       0.2343090852
120963  483852.00        21.8093       0.2224524200       0.2339035311
120964  483856.00        14.9907       0.2216574306       0.2347932092
120965  483860.00        21.4587       0.2232519113       0.2355173716
120966  483864.00       -21.4018       0.2262934125       0.2355954265
120967  483868.00       -19.9695       0.2293830040       0.2359758489
120968  483872.00        22.9755       0.2292174257       0.2363886080
120969  483876.00       -15.5461       0.2251554321       0.2362722197
120970  483880.00       -16.2130       0.2221466789       0.2350554043
120971  483884.00       -14.6890       0.2221458257       0.2326973026
120972  483888.00       -17.4739       0.2243150924       0.2320403632
120973  483892.00       -23.4708       0.2271582043       0.2333338759
120974  483896.00       -22.7339       0.2264349680       0.2344797792
120975  483900.00       -19.5299       0.2243263703       0.2352071068
120976  483904.00        16.8400       0.2248582440       0.2343546861
120977  483908.00        18.8631       0.2260237237       0.2320552264
120978  483912.00        21.1188       0.2268936353       0.2327255671
120979  483916.00       -25.4813       0.2260310171       0.2340902207
120980  483920.00       -29.1571       0.2248152403       0.2349387024
120981  483924.00       -36.8046       0.2252143340       0.2356774783
120982  483928.00       -55.4454       0.2259058555       0.2346452279
120983  483932.00        55.4494       0.2258968238       0.2329880891
120984  483936.00        51.3880       0.2247320841       0.2326228303
120985  483940.00       -47.5785       0.2236003087       0.2340869612
120986  483944.00        38.1081       0.2248348635       0.2367696980
120987  483948.00       -43.2295       0.2278673833       0.2382292983
120988  483952.00        42.4229       0.2304350805       0.2378001876
120989  483956.00        39.9837       0.2304112468       0.2367612919
120990  483960.00        40.9725       0.2279554753       0.2361706728
120991  483964.00       -42.8183       0.2261373016       0.2372986417
120992  483968.00        42.4718       0.2271384082       0.2384721703
120993  483972.00        41.6218       0.2286947196       0.2382255898
120994  483976.00       -34.9930       0.2286213097       0.2374308218
120995  483980.00       -36.5835       0.2275260020       0.2376219748
120996  483984.00       -41.9748       0.2266810050       0.2388712516
120997  483988.00       -45.7430       0.2284367757       0.2405139425
120998  483992.00       -44.7573       0.2307996572       0.2404782488
120999  483996.00        47.3501       0.2313295800       0.2394900585
121000  484000.00       -50.6697       0.2308569860       0.2386739153
121001  484004.00        60.2665       0.2290676331       0.2390086582
121002  484008.00        61.5129       0.2279696479       0.2403555211
121003  484012.00       -58.7401       0.2272233635       0.2394359169
121004  484016.00       -56.1479       0.2253619576       0.2365531490
121005  484020.00        51.4381       0.2241108309       0.2356946500
121006  484024.00       -49.5722       0.2250853120       0.2361603613
121007  484028.00       -49.7673       0.2276497384       0.2380071967
121008  484032.00       -50.1878       0.2299120993       0.2398692988
121009  484036.00        51.6264       0.2299692518       0.2383047798
121010  484040.00        57.3625       0.2279805306       0.2354992864
121011  484044.00        58.0291       0.2257713291       0.2341294135
121012  484048.00       -61.5641       0.2250092836       0.2347714854
121013  484052.00       -62.9561       0.2252449879       0.2366798358
121014  484056.00       -65.3890       0.2252165604       0.2366929311
121015  484060.00        71.8773       0.2243535648       0.2349305777
121016  484064.00        73.3496       0.2244462992       0.2335967667
121017  484068.00        74.6501       0.2254137580       0.2336359808
121018  484072.00       -73.1579       0.2268530734       0.2358409515
121019  484076.00        66.8211       0.2275033126       0.2377821452
121020  484080.00       -70.0398       0.2267103295       0.2374396459
121021  484084.00        71.6298       0.2259966896       0.2355788596
121022  484088.00       -70.2741       0.2266898863       0.2343261457
121023  484092.00        70.5119       0.2273881098       0.2346477546
121024  484096.00       -68.6748       0.2270802836       0.2358701982
121025  484100.00        71.2343       0.2253382055       0.2364450877
121026  484104.00        70.9051       0.2247807278       0.2365743893
121027  484108.00        64.8600       0.2264990523       0.2368252364
121028  484112.00        60.1697       0.2280226609       0.2365530086
121029  484116.00       -62.2074       0.2287532145       0.2359771188
121030  484120.00        57.7517       0.2282289362       0.2353131556
121031  484124.00       -50.2423       0.2265335750       0.2355289534
121032  484128.00       -47.8094       0.2266567286       0.2376127487
121033  484132.00       -49.1617       0.2278293413       0.2388653301
121034  484136.00        52.9003       0.2276564618       0.2380961780
121035  484140.00       -58.6440       0.2265983983       0.2362995325
121036  484144.00        61.7361       0.2257620339       0.2340140420
121037  484148.00       -60.0142       0.2259516111       0.2334585667
121038  484152.00        56.9219       0.2280724859       0.2350312279
121039  484156.00        55.2978       0.2293494106       0.2358652307
121040  484160.00       -51.8741       0.2285208381       0.2355581371
121041  484164.00        45.9751       0.2271654508       0.2359131230
121042  484168.00        41.9595       0.2269842205       0.2373125017
121043  484172.00       -39.0904       0.2281280173       0.2384091071
121044  484176.00        44.9444       0.2288639056       0.2365687522
121045  484180.00        48.2770       0.2277387927       0.2332011182
121046  484184.00       -47.7969       0.2259521067       0.2315291110
121047  484188.00       -43.5203       0.2252259730       0.2335824164
121048  484192.00        37.0712       0.2257276493       0.2369541315
121049  484196.00        37.9525       0.2270296611       0.2378228609
121050  484200.00       -32.1667       0.2269436268       0.2353975364
121051  484204.00       -40.4804       0.2272088975       0.2334694392
121052  484208.00        39.6912       0.2276100079       0.2340389948
121053  484212.00        39.0836       0.2285926605       0.2370902466
121054  484216.00       -39.8198       0.2297107174       0.2398688778
121055  484220.00        38.3334       0.2294150537       0.2389631234
121056  484224.00        44.9270       0.2281554514       0.2360452422
121057  484228.00        46.4501       0.2274495267       0.2344440470
121058  484232.00       -42.3669       0.2286349036       0.2353595195
121059  484236.00        40.7628       0.2306533794       0.2372838985
121060  484240.00       -36.6468       0.2322743949       0.2386326988
121061  484244.00       -36.3191       0.2327548550       0.2394816001
121062  484248.00       -35.0056       0.2317012631       0.2398245193
121063  484252.00        32.7703       0.2305694002       0.2400565231
121064  484256.00        33.3959       0.2305910599       0.2403878373
121065  484260.00       -32.2561       0.2311934349       0.2393322284
121066  484264.00       -33.0533       0.2314287602       0.2374495575
121067  484268.00       -38.0466       0.2315044684       0.2371904407
121068  484272.00       -35.1677       0.2317714540       0.2381225185
121069  484276.00        33.4184       0.2312687406       0.2388989704
121070  484280.00       -36.2684       0.2307623907       0.2393508154
121071  484284.00       -36.8660       0.2312564592       0.2394122756
121072  484288.00        39.5137       0.2317992656       0.2389584601
121073  484292.00       -36.6446       0.2324873938       0.2383918304
121074  484296.00        34.9458       0.2327792572       0.2376213132
121075  484300.00       -38.9176       0.2317692971       0.2374360936
121076  484304.00        45.1649       0.2304047527       0.2386751643
121077  484308.00       -39.4995       0.2295499190       0.2403489158
121078  484312.00       -36.6578       0.2299582675       0.2408459165
121079  484316.00        34.9655       0.2302087452       0.2391466269
121080  484320.00        38.3324       0.2299008299       0.2368772333
121081  484324.00        39.5245       0.2293379906       0.2364109170
121082  484328.00        33.0703       0.2292291504       0.2373510995
121083  484332.00        33.8268       0.2304032175       0.2386298033
121084  484336.00       -30.6584       0.2317124142       0.2385685841
121085  484340.00       -30.4355       0.2308416749       0.2366953229
121086  484344.00        33.7032       0.2284311769       0.2354880034
121087  484348.00        32.6024       0.2267733727       0.2366656865
121088  484352.00        32.2777       0.2274278587       0.2383190053
121089  484356.00        34.1383       0.2296197954       0.2384722468
121090  484360.00       -43.5423       0.2309977573       0.2371685082
121091  484364.00        46.4375       0.2301282758       0.2353940645
121092  484368.00       -46.9558       0.2286232053       0.2356473308
121093  484372.00       -41.0032       0.2280495478       0.2370642280
121094  484376.00        41.6584       0.2290306123       0.2377015255
121095  484380.00        34.6844       0.2304645087       0.2361694976
121096  484384.00        36.3097       0.2300673143       0.2349229096
121097  484388.00       -45.0980       0.2282357828       0.2360014027
121098  484392.00        36.4163       0.2271392572       0.2392294671
121099  484396.00        38.3287       0.2272375419       0.2415481170
121100  484400.00        38.6311       0.2286423650       0.2404463835
121101  484404.00        42.5792       0.2300456558       0.2368957943
121102  484408.00        47.6130       0.2304081739       0.2347789561
121103  484412.00       -37.6947       0.2307117613       0.2354268540
121104  484416.00       -32.1402       0.2303143434       0.2380222315
121105  484420.00        34.6544       0.2293672039       0.2389716916
121106  484424.00       -36.7064       0.2284315980       0.2375741557
121107  484428.00       -48.9433       0.2284568034       0.2359652463
121108  484432.00       -40.2425       0.2294700781       0.2361801116
121109  484436.00       -49.6417       0.2289684831       0.2383211581
121110  484440.00        49.2431       0.2280752376       0.2397062512
121111  484444.00        48.4330       0.2277679832       0.2391311274
121112  484448.00        51.3350       0.2282104190       0.2368970979
121113  484452.00       -54.9216       0.2285812995       0.2359062063
121114  484456.00        48.7759       0.2283217560       0.2369184654
121115  484460.00        46.1304       0.2275314660       0.2381679225
121116  484464.00       -45.5308       0.2268169787       0.2386302037
121117  484468.00       -47.9153       0.2269740380       0.2383095780
121118  484472.00       -46.6640       0.2281224799       0.2385966867
121119  484476.00        53.5364       0.2286237311       0.2392613182
121120  484480.00        53.2812       0.2270100079       0.2382644308
121121  484484.00       -51.9687       0.2244049652       0.2362558671
121122  484488.00        53.9581       0.2244448725       0.2357550963
121123  484492.00        55.1296       0.2275469842       0.2365891341
121124  484496.00       -52.5617       0.2308104186       0.2378824119
121125  484500.00       -58.3709       0.2308186023       0.2382340874
121126  484504.00       -60.3776       0.2276904592       0.2372945534
121127  484508.00        59.9399       0.2249208001       0.2378736649
121128  484512.00        56.5352       0.2253373616       0.2396804989
121129  484516.00        58.4527       0.2274304654       0.2404539923
121130  484520.00       -59.9376       0.2293920142       0.2400853603
121131  484524.00        63.5220       0.2292581396       0.2397003601
121132  484528.00       -63.7336       0.2275707124       0.2407400945
121133  484532.00        58.0355       0.2266876327       0.2428293229
121134  484536.00        60.6847       0.2265665007       0.2420724617
121135  484540.00        67.9377       0.2263140313       0.2388744990
121136  484544.00        68.4085       0.2259243464       0.2363197345
121137  484548.00        69.7536       0.2258848354       0.2372208774
121138  484552.00        63.1950       0.2275678175       0.2412249627
121139  484556.00       -59.6671       0.2298050847       0.2443513690
121140  484560.00       -58.7983       0.2299656602       0.2443258483
121141  484564.00        63.9382       0.2275126800       0.2415849629
121142  484568.00       -67.8863       0.2238250878       0.2385706437
121143  484572.00        68.6546       0.2221455961       0.2387314901
121144  484576.00       -66.8309       0.2244954528       0.2402610392
121145  484580.00        69.6755       0.2281446931       0.2410122370
121146  484584.00        75.3497       0.2301579336       0.2408141953
121147  484588.00        76.2150       0.2307604737       0.2407120498
121148  484592.00       -80.3092       0.2296155744       0.2419740597
121149  484596.00        81.0498       0.2281140086       0.2431159974
121150  484600.00        79.1852       0.2264680763       0.2414629068
121151  484604.00       -85.4590       0.2248544089       0.2381754263
121152  484608.00       -81.4853       0.2241460527       0.2366399648
121153  484612.00        76.3125       0.2245280765       0.2375996059
121154  484616.00       -76.2998       0.2261964699       0.2405435693
121155  484620.00       -75.5413       0.2278767748       0.2415270061
121156  484624.00       -78.2504       0.2268729580       0.2386477913
121157  484628.00        76.4111       0.2250124266       0.2354521294
121158  484632.00       -65.3247       0.2250487259       0.2361677887
121159  484636.00        66.0842       0.2260475986       0.2394555700
121160  484640.00            nan                nan                nan
121161  484644.00        60.0298       0.2282973219       0.2413501420
121162  484648.00        69.4612       0.2270724054       0.2391977161
121163  484652.00       -71.8896       0.2258162991       0.2375921867
121164  484656.00       -75.8400       0.2254415299       0.2380086312
121165  484660.00       -77.1265       0.2258827652       0.2385790596
121166  484664.00       -71.4868       0.2268165289       0.2375454937
121167  484668.00       -74.0831       0.2273926253       0.2369639679
121168  484672.00        68.2140       0.2283720448       0.2376359390
121169  484676.00        58.5143       0.2286692426       0.2389036419
121170  484680.00        62.1489       0.2276317510       0.2392082657
121171  484684.00       -58.8374       0.2259560655       0.2369438532
121172  484688.00            nan                nan                nan
121173  484692.00        48.1911       0.2240618215       0.2357076616
121174  484696.00        41.7108       0.2258084304       0.2380146855
121175  484700.00       -40.5444       0.2266306398       0.2400559208
121176  484704.00        37.6897       0.2270991322       0.2395185541
121177  484708.00        45.1540       0.2276583923       0.2384182853
121178  484712.00            nan                nan                nan
121179  484716.00       -51.0184       0.2274164291       0.2384330932
121180  484720.00        50.3802       0.2271677585       0.2378986475
121181  484724.00        52.5249       0.2262961806       0.2371452522
121182  484728.00        46.8522       0.2258200934       0.2356356654
121183  484732.00        49.5484       0.2255767028       0.2348158242
121184  484736.00       -52.6138       0.2256123098       0.2357933318
121185  484740.00        49.6175       0.2255713735       0.2370021014
121186  484744.00       -46.4591       0.2254141295       0.2369055911
121187  484748.00       -45.0820       0.2260341840       0.2364507172
121188  484752.00        44.5615       0.2266726065       0.2365211407
121189  484756.00       -47.3366       0.2268918941       0.2370444587
121190  484760.00       -45.6663       0.2265095292       0.2368912367
121191  484764.00        48.0493       0.2257396885       0.2361412065
121192  484768.00        47.0107       0.2261660659       0.2350933508
121193  484772.00       -51.2540       0.2276135997       0.2352093037
121194  484776.00       -51.8321       0.2282840582       0.2361019626
121195  484780.00        49.2998       0.2273133717       0.2367446933
121196  484784.00       -38.5919       0.2256450845       0.2361258420
121197  484788.00        47.1809       0.2244833791       0.2355435718
121198  484792.00        54.0992       0.2254729423       0.2349904710
121199  484796.00       -59.0723       0.2270501751       0.2351045625
121200  484800.00       -60.2899       0.2277891379       0.2358138400
121201  484804.00        58.0100       0.2284264569       0.2368460261
121202  484808.00        59.0242       0.2284242694       0.2375982621
121203  484812.00       -60.8034       0.2279454955       0.2371573283
121204  484816.00       -49.2753       0.2271483346       0.2357114890
121205  484820.00       -51.7150       0.2259581875       0.2349445636
121206  484824.00       -49.5527       0.2271991771       0.2358794504
121207  484828.00        46.4471       0.2293583759       0.2383280913
121208  484832.00        45.3817       0.2311583970       0.2406278642
121209  484836.00       -49.8764       0.2318953168       0.2399259186
121210  484840.00        50.4867       0.2304770030       0.2376731160
121211  484844.00        45.6320       0.2280442980       0.2356071068
121212  484848.00        45.7902       0.2260007659       0.2344886076
121213  484852.00       -39.2947       0.2258547058       0.2357156578
121214  484856.00        36.6747       0.2272049696       0.2374070795
121215  484860.00        34.9164       0.2287795339       0.2374982616
121216  484864.00       -40.2906       0.2293563921       0.2370526914
121217  484868.00        47.1691       0.2290146146       0.2364593471
121218  484872.00        50.1082       0.2278667865       0.2358820091
121219  484876.00        57.1136       0.2270519026       0.2356731869
121220  484880.00        59.7841       0.2274179432       0.2348020803
121221  484884.00       -60.3275       0.2283740883       0.2344339463
121222  484888.00        61.3216       0.2297119718       0.2354201227
121223  484892.00       -58.9388       0.2305517763       0.2373938792
121224  484896.00        55.3907       0.2293601901       0.2383101919
121225  484900.00       -52.7850       0.2270812992       0.2362849374
121226  484904.00        51.7835       0.2245760417       0.2334231248
121227  484908.00        53.4308       0.2234203748       0.2317902915
121228  484912.00        54.4089       0.2250704945       0.2318765770
121229  484916.00       -52.7690       0.2276515149       0.2337280961
121230  484920.00        59.0043       0.2288057386       0.2358878638
121231  484924.00       -56.6801       0.2281823446       0.2360978819
121232  484928.00       -54.4265       0.2267233572       0.2356039800
121233  484932.00        60.9068       0.2257727068       0.2344075806
121234  484936.00        65.1812       0.2248625893       0.2329556462
121235  484940.00       -68.6585       0.2246548931       0.2333933267
121236  484944.00       -68.4927       0.2258170914       0.2348623751
121237  484948.00       -63.2782       0.2274167404       0.2360449002
121238  484952.00        65.8541       0.2285549496       0.2357179111
121239  484956.00        71.6912       0.2281059036       0.2343331392
121240  484960.00            nan                nan                nan
121241  484964.00       -77.8348       0.2264784410       0.2347286724
121242  484968.00       -79.3912       0.2263182214       0.2358214261
121243  484972.00        75.8548       0.2266852976       0.2368774266
121244  484976.00       -81.0882       0.2275048889       0.2360053052
121245  484980.00       -83.9916       0.2279098881       0.2349804419
121246  484984.00       -77.9706       0.2277281446       0.2348256028
121247  484988.00       -72.5526       0.2273428642       0.2351923781
121248  484992.00        64.7182       0.2267504845       0.2352222760
121249  484996.00        61.6158       0.2263202786       0.2350392244
121250  485000.00       -56.9984       0.2273159077       0.2353036711
121251  485004.00       -57.8537       0.2291476706       0.2366715839
121252  485008.00        55.2754       0.2306670915       0.2372051200
121253  485012.00        57.6528       0.2304328949       0.2366270709
121254  485016.00       -58.5561       0.2283456882       0.2348663132
121255  485020.00       -56.3002       0.2266767424       0.2337578942
121256  485024.00       -55.5725       0.2264927255       0.2353403179
121257  485028.00        50.4524       0.2275843182       0.2370432731
121258  485032.00        49.2513       0.2292362910       0.2375851800
121259  485036.00        46.6965       0.2295219539       0.2369834974
121260  485040.00        47.1256       0.2282877263       0.2358060925
121261  485044.00       -48.0381       0.2276933303       0.2354986836
121262  485048.00        44.9090       0.2278433098       0.2353582918
121263  485052.00        44.6025       0.2280663647       0.2343179065
121264  485056.00        42.8991       0.2284642745       0.2336546195
121265  485060.00        33.3217       0.2284032364       0.2342680127
121266  485064.00        28.5699       0.2280510354       0.2360088069
121267  485068.00       -23.5554       0.2281963597       0.2372985204
121268  485072.00        28.3615       0.2279739533       0.2353981763
121269  485076.00       -29.8989       0.2279919096       0.2330085366
121270  485080.00       -26.1962       0.2273095334       0.2323384917
121271  485084.00       -32.0155       0.2272580536       0.2336055925
121272  485088.00        26.9602       0.2297792066       0.2362157942
121273  485092.00       -36.0573       0.2323886871       0.2374065323
121274  485096.00        46.3526       0.2329319143       0.2367278214
121275  485100.00       -50.5633       0.2318756455       0.2358824162
121276  485104.00       -54.7359       0.2296446032       0.2347498959
121277  485108.00       -52.2416       0.2286667459       0.2344146542
121278  485112.00        50.7745       0.2294008594       0.2355500270
121279  485116.00        53.0096       0.2299451777       0.2359546068
121280  485120.00       -48.8023       0.2299743677       0.2355403437
121281  485124.00       -45.5334       0.2294216219       0.2352815705
121282  485128.00       -42.9841       0.2294257915       0.2345551068
121283  485132.00       -43.2531       0.2303397250       0.2350406000
121284  485136.00       -45.5721       0.2309443858       0.2359592347
121285  485140.00       -48.6585       0.2312898564       0.2361445019
121286  485144.00       -46.0865       0.2310842226       0.2362448623
121287  485148.00        47.1382       0.2303745573       0.2360730461
121288  485152.00       -50.8565       0.2308296428       0.2363809311
121289  485156.00       -54.8330       0.2310645064       0.2369871360
121290  485160.00       -60.8245       0.2303083108       0.2364756942
121291  485164.00        62.8029       0.2296547224       0.2359264046
121292  485168.00       -58.8094       0.2290012036       0.2353657723
121293  485172.00       -64.7665       0.2296438740       0.2362502821
121294  485176.00        65.4877       0.2318114445       0.2381286603
121295  485180.00        71.7865       0.2328167532       0.2391357920
121296  485184.00        70.0254       0.2325625817       0.2381555201
121297  485188.00       -65.7938       0.2315583916       0.2371484496
121298  485192.00        61.2785       0.2295727692       0.2364454179
121299  485196.00       -56.8534       0.2283203092       0.2361600612
121300  485200.00        54.9709       0.2283559952       0.2361899629
121301  485204.00        52.6159       0.2290442736       0.2358052641
121302  485208.00       -47.2730       0.2303790785       0.2356629954
121303  485212.00       -46.1502       0.2316995589       0.2365080490
121304  485216.00        48.2105       0.2323154221       0.2382205114
121305  485220.00       -50.2207       0.2317248615       0.2394686544
121306  485224.00       -54.4560       0.2308445597       0.2393811486
121307  485228.00       -51.9080       0.2313110036       0.2388153937
121308  485232.00        61.1133       0.2321710128       0.2396652845
121309  485236.00        69.4647       0.2327680737       0.2404813603
121310  485240.00       -64.9408       0.2326716660       0.2399682346
121311  485244.00       -64.3018       0.2316458789       0.2386442070
121312  485248.00       -56.5209       0.2311110754       0.2370318099
121313  485252.00       -57.2741       0.2307895324       0.2368861396
121314  485256.00        53.8849       0.2309706865       0.2385361021
121315  485260.00       -49.6661       0.2312992563       0.2401453522
121316  485264.00       -48.6607       0.2313599884       0.2405311561
121317  485268.00       -51.4879       0.2309040856       0.2395255294
121318  485272.00        56.1150       0.2309468096       0.2381936839
121319  485276.00        68.7510       0.2311543415       0.2382482563
121320  485280.00       -62.3482       0.2312465215       0.2388460556
121321  485284.00        51.6698       0.2297052535       0.2394209679
121322  485288.00       -44.6493       0.2279555431       0.2399130779
121323  485292.00        44.6287       0.2275871206       0.2402171061
121324  485296.00       -57.0549       0.2288101508       0.2404494089
121325  485300.00        60.1280       0.2304573808       0.2405862385
121326  485304.00       -60.4374       0.2312188454       0.2405177188
121327  485308.00       -64.4278       0.2306376896       0.2409465253
121328  485312.00        69.3401       0.2292905795       0.2413861523
121329  485316.00            nan                nan                nan
121330  485320.00        79.8301       0.2281755483       0.2398156980
121331  485324.00        80.5022       0.2288330075       0.2390217733
121332  485328.00        83.2887       0.2293564002       0.2387639878
121333  485332.00       -79.7745       0.2297374511       0.2387520070
121334  485336.00       -79.9126       0.2296167903       0.2398231275
121335  485340.00        74.2795       0.2294713566       0.2409058279
121336  485344.00        71.6436       0.2287315090       0.2405098569
121337  485348.00        76.8540       0.2280201761       0.2402820680
121338  485352.00       -94.7775       0.2278312097       0.2402798322
121339  485356.00      -102.7150       0.2278234367       0.2398024034
121340  485360.00      -107.1536       0.2286282452       0.2404582108
121341  485364.00        94.4782       0.2291201673       0.2406418430
121342  485368.00        85.1437       0.2287559511       0.2409710108
121343  485372.00       -86.0842       0.2294079890       0.2418079668
121344  485376.00        89.9070       0.2294386541       0.2415546901
121345  485380.00        94.0159       0.2279144726       0.2400157568
121346  485384.00       -90.9451       0.2269925098       0.2385994486
121347  485388.00        93.6145       0.2269521687       0.2379143631
121348  485392.00        96.9168       0.2283938942       0.2386655775
121349  485396.00        96.3988       0.2303842613       0.2399664935
121350  485400.00        91.9230       0.2299451917       0.2400858078
121351  485404.00       -83.2471       0.2277416333       0.2392369100
121352  485408.00        73.8805       0.2251517300       0.2369150322
121353  485412.00        78.4057       0.2234444196       0.2358397256
121354  485416.00        72.2548       0.2252556652       0.2378330355
121355  485420.00        67.0735       0.2277939355       0.2393685763
121356  485424.00        60.9043       0.2288629825       0.2402484037
121357  485428.00       -52.2744       0.2288623448       0.2404052184
121358  485432.00        52.6116       0.2276820594       0.2388331869
121359  485436.00        53.4566       0.2267922593       0.2373234270
121360  485440.00        53.7269       0.2256176859       0.2365119700
121361  485444.00       -56.1282       0.2240916708       0.2350182082
121362  485448.00       -53.1485       0.2244542136       0.2349517098
121363  485452.00        52.5001       0.2263052149       0.2365447215
121364  485456.00        57.3134       0.2280851319       0.2386435769
121365  485460.00       -54.2955       0.2288147251       0.2394085786
121366  485464.00        61.7347       0.2266569445       0.2372622308
121367  485468.00       -60.4906       0.2242510246       0.2335525619
121368  485472.00        54.7812       0.2234558568       0.2307384689
121369  485476.00       -50.8738       0.2242042749       0.2311490944
121370  485480.00       -43.8139       0.2266442151       0.2348544129
121371  485484.00        40.2026       0.2273964217       0.2374748006
121372  485488.00       -41.6123       0.2263183430       0.2372646122
121373  485492.00       -40.3973       0.2256443162       0.2356155328
121374  485496.00        43.2687       0.2254746363       0.2341697700
121375  485500.00       -42.0456       0.2258488841       0.2342997691
121376  485504.00       -39.6977       0.2255845389       0.2348184565
121377  485508.00        42.4816       0.2239500635       0.2338828194
121378  485512.00        40.9470       0.2245622392       0.2326146776
121379  485516.00        40.8856       0.2266718414       0.2319017965
121380  485520.00        36.3271       0.2274526166       0.2321003702
121381  485524.00        30.8538       0.2271836059       0.2328184583
121382  485528.00       -35.4898       0.2251302817       0.2324868901
121383  485532.00        37.9920       0.2225916023       0.2332584575
121384  485536.00        38.9440       0.2240851189       0.2352108508
121385  485540.00        44.3145       0.2270625077       0.2365810329
121386  485544.00       -38.9632       0.2287571152       0.2371762605
121387  485548.00        42.6722       0.2285936747       0.2360214071
121388  485552.00        45.1749       0.2265027147       0.2334892195
121389  485556.00       -45.8610       0.2261922960       0.2335422897
121390  485560.00       -32.7285       0.2276132232       0.2350464902
121391  485564.00        37.8847       0.2278648368       0.2356836877
121392  485568.00       -35.5876       0.2274283296       0.2356477165
121393  485572.00        37.9776       0.2257363940       0.2354653551
